75 | -714.4078784197002
-803 | -5.8300393966172805
20 | 364.08798460908747
750 | -164.5664842760708
48 | 982.0466780377028
468 | 141.0336678180006
-738 | 161.32660444234307802 | 155.76531332325476-516 | 216.2100373254127919 | 271.94200615790623-331 | 726.169557639299865 | 749.4839529788783866 | -304.8024247516603
-523 | -913.4035825345405
-461 | -552.8905648773958
438 | -396.43453636346044
-624 | 395.2444282361098
393 | -461.2742824084788
-492 | -369.0165119492159
297 | 411.0713843244173
-939 | -240.20750401624343
635 | -655.3308191212366
805 | 14.848134343073298
576 | 605.9619216085393
